Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,n_cols,attrition_yes,attrition_no,total,attrition_rate,attrition_lift
Mid,,,,,,,,,,,,,,,,,,Low,,,,High,,,,,3,17,86,103,0.165,1.0237
,,,,,,,Female,,,,High,,,Few,,,,,,,,,,,,,3,16,81,97,0.1649,1.0231
,,,,Bachelor,,,Male,,,,,,,,,Low,,,,,,,,,,,3,16,81,97,0.1649,1.0231
,,,,,,,,Medium,,,,,,,,,Excellent,,,,,High,,,,,3,32,162,194,0.1649,1.0231
,,,,,,,,,,,,,,,,Low,,,,,Medium,,,,,,2,47,238,285,0.1649,1.0229
,,,,,,,Male,,,,Medium,,,Few,,,,,,,,,,,,,3,16,81,97,0.1649,1.0231
,,,Near,,,Low,,,,,,,,,No,,,,,,,,,,,,3,16,81,97,0.1649,1.0231
,,,,,,,Female,Medium,,,,,,Few,,,,,,,,,,,,,3,16,81,97,0.1649,1.0231
,,,,,,,Female,High,,,,,,Few,,,,,,,,,,,,,3,31,157,188,0.1649,1.0228
,,Research & Development,,BelowCollege,,,,,,,,,,,,,Excellent,,,,,,,,,,3,16,81,97,0.1649,1.0231
,,Sales,Medium,,,,,High,,,,,,,,,,,,,,,,,,,3,16,81,97,0.1649,1.0231
,,,,,,,,,,,,,,,,,,,No Stock,,,,Senior,Established,,,3,16,81,97,0.1649,1.0231
Mid,,,,,,,,,,,,,,Few,,,,Low,,,,,,,,,3,16,81,97,0.1649,1.0231
,,,,,,High,,,,,,,,,Yes,,,,,,Medium,,,,,,3,16,81,97,0.1649,1.0231
,,,,,,,,,,Sales Executive,,,,,,,,,,Mid,,,Mid,,,,3,16,81,97,0.1649,1.0231
,,,,,,,,,,,,,,,,Low,Excellent,,,,Medium,,,,,,3,47,238,285,0.1649,1.0229
Mid,,Sales,,,Life Sciences,,,,,,,,,,,,,,,,,,,,,,3,15,76,91,0.1648,1.0224
,,,,Bachelor,,,,,,,Medium,,,,,,,,,,Medium,,,,,,3,15,76,91,0.1648,1.0224
Young,,,,,Life Sciences,,Male,,,,,,,,,,,,,,,,,,,,3,15,76,91,0.1648,1.0224
,,,,Master,,,,,,,,,,,,,,,,,,,,,,New,2,30,152,182,0.1648,1.0224
,,,,,,,,,,,,Married,,,,,Excellent,,,,,,,,,New,3,44,223,267,0.1648,1.0221
,,,,,Marketing,,,,Junior,Sales Executive,,,,,,,,,,,,,,,,,3,14,71,85,0.1647,1.0216
,,,Far,,,,,,,,,,,,,,,,,Mid,,,Mid,,,,3,14,71,85,0.1647,1.0216
,,Sales,,,,,,,,,Very High,,,Few,,,,,,,,,,,,,3,14,71,85,0.1647,1.0216
,,,,Bachelor,,,,,Entry,,,,,,No,,,,,,,,,,,,3,28,142,170,0.1647,1.0216
,,,,Master,,,,,,,,,Medium,,,,,,,,,,,New,,,3,14,71,85,0.1647,1.0216
,,,,,,,,,,,High,,,,,,,,,,High,,,,,,2,14,71,85,0.1647,1.0216
,Travel_Frequently,,Near,,,,,,,,,,,,No,,,,,,,,,,,,3,14,71,85,0.1647,1.0216
,,,,Master,,,,,,,,,,,,,,High,,,Medium,,,,,,3,14,71,85,0.1647,1.0216
,Travel_Frequently,,,,,,,High,,,,,,,,Medium,,,,,,,,,,,3,14,71,85,0.1647,1.0216
Mid,Travel_Frequently,,,,,,,,,,,,Medium,,,,,,,,,,,,,,3,14,71,85,0.1647,1.0216
,,,,,,,,,,,Very High,,,,Yes,,,,,Mid,,,,,,,3,14,71,85,0.1647,1.0216
,,Research & Development,,BelowCollege,,,,,,,,,,Few,,,,,,,,,,,,,3,14,71,85,0.1647,1.0216
,,,,,,,,,,Research Scientist,,,Low,,,Medium,,,,,,,,,,,3,14,71,85,0.1647,1.0216
,,Research & Development,,,,High,Male,,,,,,,,,,,,,,,,,,,,3,28,142,170,0.1647,1.0216
,,Sales,,,,,,,,,,,,,,,Excellent,,,Senior,,,,,,,3,14,71,85,0.1647,1.0216
,,,,,,,,High,,Laboratory Technician,,,,,,,,,,,,High,,,,,3,14,71,85,0.1647,1.0216
,,,Medium,,,,,,,,,,,Some,,,,,,Mid,,,,,,,3,13,66,79,0.1646,1.0207
,,Research & Development,,,,,,,,,,,,,,Low,,,,,,,,,Recent,,3,26,132,158,0.1646,1.0207
,,,,,,,,,,,,,,,,,,,No Stock,,,,,Established,Recent,,3,26,132,158,0.1646,1.0207
,,,Far,,,,,,,,,,,,,,,,,Mid,,,,Established,,,3,13,66,79,0.1646,1.0207
,,Research & Development,,College,,,,,,,,,,,,,,,,,,,,,,New,3,13,66,79,0.1646,1.0207
,,,,,,High,,Medium,,,,,,,,,,,,,,High,,,,,3,13,66,79,0.1646,1.0207
,,Sales,,,,,,,,,,,Medium,,,,,,,,,,,,,,2,40,203,243,0.1646,1.021
,,,,,,,,High,,,Very High,,Low,,,,,,,,,,,,,,3,13,66,79,0.1646,1.0207
,,,,,,,,,,,,,,,,Medium,,,,,High,,,New,,,3,13,66,79,0.1646,1.0207
,,,,,,,Male,,,,,,,Few,,,Outstanding,,,,,,,,,,3,13,66,79,0.1646,1.0207
,,,,,,High,,High,,,,,,,Yes,,,,,,,,,,,,3,13,66,79,0.1646,1.0207
,,,,,,,,,,,,Single,,,,,Excellent,,,,,,,,Mid,,3,13,66,79,0.1646,1.0207
,,,Near,,,,,,,,Medium,,,,,,,,,,,High,,,,,3,13,66,79,0.1646,1.0207
,,,,,Medical,High,,,,,,,,Few,,,,,,,,,,,,,3,13,66,79,0.1646,1.0207
,,,,,,Medium,,,,,,,,,,,,,,,Medium,,Mid,,,,3,13,66,79,0.1646,1.0207
,,,,Master,Life Sciences,,,,,,,,,,,,,,,,,,,,,New,3,13,66,79,0.1646,1.0207
,,,Near,,,,,,,,Low,,,,,,,,,,,High,,,,,3,13,66,79,0.1646,1.0207
,,,,,,,Male,,,,Very High,,,,,,,,,,,Medium,,,,,3,13,66,79,0.1646,1.0207
,,,Near,,Medical,,,,Entry,,,,,,,,,,,,,,,,,,3,13,66,79,0.1646,1.0207
,,,,,,,,,Mid,,,,,,,,,,,,Medium,,,,,,2,25,127,152,0.1645,1.0202
,,,,,Life Sciences,,Female,,,,,,,,,,,,,,,,,,Recent,,3,25,127,152,0.1645,1.0202
,,,,,,,,High,,,High,,,,,,Excellent,,,,,,,,,,3,38,193,231,0.1645,1.0203
,,Sales,,,,Very High,,,,,,,,,,Medium,,,,,,,,,,,3,12,61,73,0.1644,1.0196
,,,,,Life Sciences,,,,,Sales Executive,,,,,,,,,,Mid,,,,,,,3,12,61,73,0.1644,1.0196
,,,,,Life Sciences,,,,,,High,,,,,,,,,,,,Mid,,,,3,12,61,73,0.1644,1.0196
,,,,,,,,,,,,,,,,,,High,,,High,,,,Recent,,3,12,61,73,0.1644,1.0196
,,Research & Development,,,,,,,,,,,,,,,,High,,,,,,,,New,3,24,122,146,0.1644,1.0196
,,,,,,Medium,Female,,,,,,,,,,,,,,,High,,,,,3,12,61,73,0.1644,1.0196
,,,Far,,,,,,,,,,,,,,,,,Mid,,,,,,Mid,3,12,61,73,0.1644,1.0196
,,,Medium,,,,,,,,,,,,,,Excellent,,,,,,,,Long,,3,12,61,73,0.1644,1.0196
,,,,,,,,,,,,Married,,Many,,,,,,,Medium,,,,,,3,12,61,73,0.1644,1.0196
,Travel_Rarely,,,,Medical,,,,,,,,,,,,,,,,Medium,,,,,,3,36,183,219,0.1644,1.0196
,,,,,Life Sciences,Medium,,,,,,,,,,,,,,Mid,,,,,,,3,12,61,73,0.1644,1.0196
,,,Far,,,,,,,,,,,Some,,,Excellent,,,,,,,,,,3,12,61,73,0.1644,1.0196
,,Research & Development,Far,,,,,,,,,,,,,,,,,,,,,,Recent,,3,24,122,146,0.1644,1.0196
,,,,,,,,,,,,,,,,Low,,High,,Mid,,,,,,,3,12,61,73,0.1644,1.0196
,,,,,,,,,,,,Single,,,,,,,,,Medium,,,,Mid,,3,12,61,73,0.1644,1.0196
,,,,College,,,,,,,,,,Few,,,,,,,,,,New,,,3,12,61,73,0.1644,1.0196
,,,,,,,Female,,,,,,,Few,,,,,,,,Medium,,,,,3,12,61,73,0.1644,1.0196
,,,,,,,,,,,,Divorced,,,,,,,,,,,,New,,,2,24,122,146,0.1644,1.0196
,,,,,,Very High,,,Entry,,,,,,,,,,,Mid,,,,,,,3,12,61,73,0.1644,1.0196
,,,,,,,Female,,,,Low,,,,,,,,,,,High,,,,,3,12,61,73,0.1644,1.0196
,,,,,,,,,,Research Scientist,,,,,,,,,,,,High,Mid,,,,3,12,61,73,0.1644,1.0196
Mid,,,,,,,,,,,,,,,,,,Medium,,,,,,,,New,3,12,61,73,0.1644,1.0196
,,,,,Medical,,,,,,High,,,,,,,,,,,,,New,,,3,12,61,73,0.1644,1.0196
,,,,,,,,,,,,,,,,,,,Low,,,Medium,,,,New,3,12,61,73,0.1644,1.0196
,,,,,,Medium,,,,,,,,,,,,,No Stock,Mid,,,,,,,3,12,61,73,0.1644,1.0196
,,,,,Life Sciences,,,,,,,,,Some,,,,,,,,,Mid,,,,3,12,61,73,0.1644,1.0196
,,,,,,,,,,,Low,,Medium,,,,,,,,,,Mid,,,,3,12,61,73,0.1644,1.0196
,,,Medium,,,Medium,,,,,,,,,,,,,,,Medium,,,,,,3,12,61,73,0.1644,1.0196
,,,,,,,,,,,,,,,,,,Very High,,,,,,,Long,,2,12,61,73,0.1644,1.0196
,Travel_Rarely,,,,,,,,,,,,,,,,,High,,,Medium,,,,,,3,37,188,225,0.1644,1.02
,Travel_Rarely,,,,,,Male,,,,,,,,,,,,,,,,,,,,2,102,519,621,0.1643,1.0188
,,Sales,,,,,,High,,,,,,,,Medium,,,,,,,,,,,3,23,117,140,0.1643,1.019
,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,1,46,234,280,0.1643,1.019
,,,,,,,,,,,,,Medium,,,,,,No Stock,,,,,,Recent,,3,35,178,213,0.1643,1.0192
,,,,,Medical,,Male,,,,,,,,,,,,,Mid,,,,,,,3,23,117,140,0.1643,1.019
,,,,,,,,,Entry,,,,,,,,,,Low,,Medium,,,,,,3,23,117,140,0.1643,1.019
,,,,College,,,,,,,,,,,,,Excellent,,,,,High,,,,,3,23,117,140,0.1643,1.019
,,,,,,,,,,,,,,,,,,,No Stock,,,,Senior,,,,2,34,173,207,0.1643,1.0188
,,,,,,,,Medium,,,Very High,,,,,,,,,,,,,,Recent,,3,11,56,67,0.1642,1.0183
,,,,,,High,Male,,,,,,,,,,,,,Mid,,,,,,,3,22,112,134,0.1642,1.0183
,,,,,,,,,,,,,,,,,,Very High,,,,,Senior,,Long,,3,11,56,67,0.1642,1.0183
,,,,,,,,,,,High,,,,,,,,,,,Medium,,,Recent,,3,11,56,67,0.1642,1.0183
,,,,,,,,,Junior,,,,,Many,,,,,,Mid,,,,,,,3,11,56,67,0.1642,1.0183
,,,,,,,,High,,,,,,,,Low,,,,Mid,,,,,,,3,22,112,134,0.1642,1.0183
Young,,,,,,,,,,,,,,,,Medium,,,Low,,,,,,,,3,11,56,67,0.1642,1.0183
,,,,Master,,,,,,,Medium,,,,,,,,,,,,,,,,2,11,56,67,0.1642,1.0183
,,,,,,,Female,,,Research Scientist,,,,,,,,,,,,High,,,,,3,11,56,67,0.1642,1.0183
,,,,,,Low,,,,,,,,,,,,,,,,Medium,,,,,2,11,56,67,0.1642,1.0183
,,,,Master,,,,,,,,,,,,Low,,,,Mid,,,,,,,3,11,56,67,0.1642,1.0183
,,,,,,,,,Mid,,Very High,,,,,,,,,,,,,,,,2,11,56,67,0.1642,1.0183
,,Sales,,,,,,,,,,,,Some,,,,,,,,,,,Recent,,3,11,56,67,0.1642,1.0183
,,Sales,Medium,,,,,,,,,Married,,,,,,,,,,,,,,,3,11,56,67,0.1642,1.0183
,,Sales,Medium,,,,,,,,,,,,,,,,,,,,,Established,,,3,11,56,67,0.1642,1.0183
,,,,Master,,,,,,,,,,Many,,,,,,,Medium,,,,,,3,11,56,67,0.1642,1.0183
,,,,,,,,High,,,,,,,,,,High,,,,,,,,New,3,22,112,134,0.1642,1.0183
,,,Far,Bachelor,,,,High,,,,,,,,,,,,,,,,,,,3,11,56,67,0.1642,1.0183
,,,,,,,,,,,,Married,,,,,,,,,,,,,Mid,New,3,11,56,67,0.1642,1.0183
,,,,,Medical,,,,,,,Single,Medium,,,,,,,,,,,,,,3,11,56,67,0.1642,1.0183
,,,,,,,,,,,,,,,,,,,,,Medium,,Senior,,Long,,3,22,112,134,0.1642,1.0183
,,,,,,,,Medium,,,,,,,,,,,,,,,Mid,New,,,3,11,56,67,0.1642,1.0183
,,,,,,,,High,,,,,,,,,,High,,,High,,,,,,3,11,56,67,0.1642,1.0183
Mid,,,,,,,,,,,Medium,,,,,,,,,,,,,New,,,3,11,56,67,0.1642,1.0183
,,,,,,,,,,Sales Executive,,,,,,,,Very High,,,,High,,,,,3,11,56,67,0.1642,1.0183
,Travel_Frequently,Research & Development,,,,,,,,,,,,,,,,,,,,,Mid,,,,3,11,56,67,0.1642,1.0183
,,Sales,Near,,Life Sciences,,,,,,,,,,,,,,,,,,,,,,3,11,56,67,0.1642,1.0183
,,,,,,,,High,Entry,,,Divorced,,,,,,,,,,,,,,,3,11,56,67,0.1642,1.0183
,,,Medium,Bachelor,,,,High,,,,,,,,,,,,,,,,,,,3,21,107,128,0.1641,1.0176
,,,,,,,,High,,,,,,,,,,,,,High,,,,Recent,,3,21,107,128,0.1641,1.0176
,,,,,,,,High,,,,Single,Medium,,,,,,,,,,,,,,3,21,107,128,0.1641,1.0176
,Travel_Rarely,,Medium,,Medical,,,,,,,,,,,,,,,,,,,,,,3,21,107,128,0.1641,1.0176
,Travel_Rarely,Sales,,,,,,,,,,,,,,,,,,,,,,,Recent,,3,32,163,195,0.1641,1.0179
,,,,,,Very High,,,,,,,,,,,,,,,,High,,New,,,3,21,107,128,0.1641,1.0176
,,,,,,,,,,Laboratory Technician,,,,,,,Excellent,,,Mid,,,,,,,3,21,107,128,0.1641,1.0176
,,,,Bachelor,,High,,,,,,,,,,,,,,,,,,,Recent,,3,21,107,128,0.1641,1.0176
,,,,,,,,,,,,,,,,,,,,Mid,,Medium,,,,,2,31,158,189,0.164,1.0173
,,,,,,,,,,,,,Medium,,,,,,,,Medium,,,New,,,3,31,158,189,0.164,1.0173
,,Sales,,,,,,,,,,,Medium,,,,,Low,,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,,,High,,Medium,,,,Married,,,,,,,,,,,,,,,3,10,51,61,0.1639,1.0168
Mid,,,,,,,,,,,,,,,,,,,No Stock,,High,,,,,,3,10,51,61,0.1639,1.0168
,,,,,Life Sciences,,,,,,,,High,,,,,,No Stock,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,Bachelor,,,,,,,,Single,,,,,,Very High,,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,,Medical,,,,,,Low,,,,No,,,,,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,BelowCollege,,,,,Entry,,,,,,No,,,,,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,,,,,,,,Medium,,Low,,No,,,,,,,,,,,,3,10,51,61,0.1639,1.0168
,Travel_Rarely,,,,,,,Medium,,,,,,,,,,Medium,,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,,Medical,,,,,,,,Medium,,Yes,,,,,,,,,,,,3,10,51,61,0.1639,1.0168
,,Research & Development,Far,,,,,,,,,,,Some,,,,,,,,,,,,,3,10,51,61,0.1639,1.0168
Mid,,,,,,,,,,,,,,Some,,,,,,,,,New,,,,3,10,51,61,0.1639,1.0168
,,,,,,,,,,,,,,,,,,,,,,Very High,,,,Mid,2,10,51,61,0.1639,1.0168
,,,,,,,Male,,,,,,,,,,,High,,,High,,,,,,3,10,51,61,0.1639,1.0168
,,,,,,,,,,,,Divorced,,,Yes,,,,Low,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,,,,,,,Research Scientist,,Single,,,,Medium,,,,,,,,,,,3,10,51,61,0.1639,1.0168
,Travel_Rarely,,,,,,,Medium,,,Medium,,,,,,,,,,,,,,,,3,10,51,61,0.1639,1.0168
Mid,,,,,,Low,,,,,,Married,,,,,,,,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,,,,,,,Laboratory Technician,,,,Few,,,,,,,,,Mid,,,,3,10,51,61,0.1639,1.0168
Mid,,,,,Medical,,,,,,,,,,,Low,,,,,,,,,,,3,10,51,61,0.1639,1.0168
,,,Medium,,,,,,,,,,,,,Medium,,Medium,,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,,,,Male,,,,,,,,,,,,,Senior,,,,,,Mid,3,10,51,61,0.1639,1.0168
,Travel_Rarely,Sales,,,,,,,,,,,,,,,,,,,,,Mid,,,,3,20,102,122,0.1639,1.0168
,,,,,,,,,,,,,Medium,Many,,,,,,,,,Mid,,,,3,10,51,61,0.1639,1.0168
,Travel_Rarely,,,,Marketing,,,,,,,,Medium,,,,,,,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,Master,,,,,,,,,,Few,,,Excellent,,,,,,,,,,3,30,153,183,0.1639,1.0168
,,Sales,,,,,,,,,,,,,,,Outstanding,,,,,,,,,,2,10,51,61,0.1639,1.0168
,,Sales,,,,,,,,,,,,,,High,Outstanding,,,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,,,,,,,,,Divorced,,,,,,Very High,,,Medium,,,,,,3,10,51,61,0.1639,1.0168
,,,,,,Very High,,,,,,,,,,,,Very High,,,,,,,,New,3,10,51,61,0.1639,1.0168
,,,,,,,,,,,,Single,,,,,,High,,,,,Mid,,,,3,10,51,61,0.1639,1.0168
,,,,,,,,,,,High,Married,,,,,Excellent,,,,,,,,,,3,30,153,183,0.1639,1.0168
,,,,Master,,,,,,Sales Executive,,,,,,,,,,,,,,,Recent,,3,10,51,61,0.1639,1.0168
,,,Far,,,,,High,,,High,,,,,,,,,,,,,,,,3,10,51,61,0.1639,1.0168
Young,,,,,,,Male,,,,,,,,No,,,,,,,,,,,,3,30,153,183,0.1639,1.0168
,,,,,Marketing,,,,,,,,Medium,,,,,,,,,,,,Recent,,3,10,51,61,0.1639,1.0168
,,,,,,Medium,,,,,,,,,,,,High,,,,,,,Recent,,3,10,51,61,0.1639,1.0168
,,,Near,,,High,,Medium,,,,,,,,,,,,,,,,,,,3,10,51,61,0.1639,1.0168
,,,,,,,,,,Laboratory Technician,,Married,,,,,,,,,,,,,,,2,19,97,116,0.1638,1.0159
,,,,,Life Sciences,,,,,,,,Medium,,,,,,No Stock,,,,,,,,3,19,97,116,0.1638,1.0159
,,Research & Development,,,,,,,,Laboratory Technician,,Married,,,,,,,,,,,,,,,3,19,97,116,0.1638,1.0159
,Travel_Rarely,,,,Medical,,,,,,,,,,,Medium,,,,,,,,,,,3,29,148,177,0.1638,1.0162
,,,,,,,,High,,,Medium,,,,,,,,,,Medium,,,,,,3,19,97,116,0.1638,1.0159
,,,,,,,Male,,,,,,,,,,,,,,,,Mid,New,,,3,28,143,171,0.1637,1.0156
,,,,,,,,,,,,,,,,,Outstanding,,,,,,,,,,1,37,189,226,0.1637,1.0155
,,Research & Development,,,Medical,,,,,,,,,,,,,,,,,,,,,New,3,28,143,171,0.1637,1.0156
,,,Medium,,Medical,,,,,,,,,,,,,,,,,,,,,,2,28,143,171,0.1637,1.0156
,,,,,,,,,,,,,,,,High,Outstanding,,,,,,,,,,2,37,189,226,0.1637,1.0155
,,,,,,,,,Entry,Research Scientist,,,,,,,,,,,,,,,Recent,,3,28,143,171,0.1637,1.0156
,,,,,Life Sciences,,,,,,,,,,,Low,,,,,,High,,,,,3,18,92,110,0.1636,1.015
,,,Medium,,,,,,,,Very High,,,,,,,,,,,,,,,Mid,3,9,46,55,0.1636,1.015
,,,,,,,,High,,,,,,,,Medium,,,,,,,,,,New,3,36,184,220,0.1636,1.015
,,Research & Development,,,,,,,,,,,,,,,,,,,Low,,,,Recent,,3,9,46,55,0.1636,1.015
,,,,,,,,,,,,,Low,,,,,,,,,High,,,,Mid,3,9,46,55,0.1636,1.015
,,,,,,,Female,,Mid,,,,,,,,,,,Mid,,,,,,,3,9,46,55,0.1636,1.015
,,,,,,,,,,,,,,,,,,,,,,,Senior,Established,,Mid,3,18,92,110,0.1636,1.015
,,,Medium,,,,,,,Sales Executive,,,,,,,Excellent,,,,,,,,,,3,18,92,110,0.1636,1.015
,,,,,,,,,Entry,,,Divorced,,,,Medium,,,,,,,,,,,3,9,46,55,0.1636,1.015
,Travel_Rarely,,Far,,,,,,,,,,,,,Low,,,,,,,,,,,3,9,46,55,0.1636,1.015
,,,,,Life Sciences,,,,,,,,,,,Low,,High,,,,,,,,,3,9,46,55,0.1636,1.015
,,,,,,,,,,,,Divorced,,,Yes,Medium,,,,,,,,,,,3,9,46,55,0.1636,1.015
,,,,,,High,Female,,,,,Single,,,,,,,,,,,,,,,3,9,46,55,0.1636,1.015
,,,,,,,Male,,,,,,High,,,,,,,,,,,,Mid,,3,9,46,55,0.1636,1.015
Senior,,,,,,,,High,,,,,,,,,,Very High,,,,,,,,,3,9,46,55,0.1636,1.015
,,,,,,,,,,,,Divorced,,,,,,,,,,,,New,Recent,,3,18,92,110,0.1636,1.015
,,,Far,,,,,High,,,,,,,,,,High,,,,,,,,,3,9,46,55,0.1636,1.015
Mid,,,,,,,,,,,,,,,,,,,No Stock,,,High,,,,,3,36,184,220,0.1636,1.015
,,,,,,,,Medium,Junior,Sales Executive,,,,,,,,,,,,,,,,,3,9,46,55,0.1636,1.015
,,,,Bachelor,,High,,,,,High,,,,,,,,,,,,,,,,3,9,46,55,0.1636,1.015
,,,,,,Medium,,,,,High,,,,,,,,,,,High,,,,,3,9,46,55,0.1636,1.015
,,,,,,,,,,,,Divorced,,,,,,,Low,,,Medium,,,,,3,9,46,55,0.1636,1.015
Mid,,,,,,,,,,,,,,,,,Excellent,,,,Low,,,,,,3,9,46,55,0.1636,1.015
,,,,College,,,,,,,,,,Few,,Low,,,,,,,,,,,3,9,46,55,0.1636,1.015
,,,Far,,,,,,Junior,,,,,,,,,,,,,,,,,New,3,9,46,55,0.1636,1.015
,,,,,Medical,,,,,,,,,,,Medium,,,,,,,,,Mid,,3,9,46,55,0.1636,1.015
,Travel_Rarely,,,,,,,,,,High,,,,,,Excellent,,,,,,,,,,3,44,225,269,0.1636,1.0145
,,,,,,Low,,,,,,,,,,,Excellent,,,,,Medium,,,,,3,9,46,55,0.1636,1.015
,Travel_Rarely,,,,,,Male,,,,,,,,,,,,,,Low,,,,,,3,9,46,55,0.1636,1.015
,,,,,,,,,,Sales Executive,,,,Few,,Low,,,,,,,,,,,3,9,46,55,0.1636,1.015
,,,,Master,,,Male,,,,,,,,,,,,,,,,,,Mid,,3,9,46,55,0.1636,1.015
,,,,,,,,,,,,,,,,Low,,,,Mid,High,,,,,,3,9,46,55,0.1636,1.015
,,,,,,,,,,,High,,,,,,,Medium,,,,,,,Recent,,3,9,46,55,0.1636,1.015
,,,Near,,,,,,,,,,,,,Low,,,,,,High,,,,,3,18,92,110,0.1636,1.015
Senior,,,Medium,,,,,,,,,,,,,,,,,,Medium,,,,,,3,9,46,55,0.1636,1.015
,,,,,,,Male,,,,,,Low,,,,,,,,,,,,Mid,,3,9,46,55,0.1636,1.015
,,,,,Life Sciences,,,,,,,,,,,,,Very High,,,,High,,,,,3,18,92,110,0.1636,1.015
,Travel_Frequently,,,,,,Female,,,,,,,,,,,,,,,,,Established,,,3,9,46,55,0.1636,1.015
Senior,,,,,,,,,,,,,,,Yes,,,,,Senior,,,,,,,3,9,46,55,0.1636,1.015
,,,,,,,,,,,,Single,,,,,,,,,Medium,,Senior,,,,3,18,92,110,0.1636,1.015
,,Sales,,,,,,,,,,,,,No,,,,,,,,,,Long,,3,9,46,55,0.1636,1.015
,,,,Master,Medical,,,,,,,,,Few,,,,,,,,,,,,,3,9,46,55,0.1636,1.015
,,,,,,,,,Entry,,,,,,,,,,,Mid,,,Senior,,,,3,9,46,55,0.1636,1.015
Mid,,,,,,,,,Entry,Research Scientist,,,,,,,,,,,,,,,,,3,18,92,110,0.1636,1.015
,,,,,,,,,,,Very High,,,,Yes,,,High,,,,,,,,,3,9,46,55,0.1636,1.015
,,,,,Life Sciences,,,,Entry,,,,,,,,,,,,,Medium,,,,,3,9,46,55,0.1636,1.015
Mid,,,,,,,,,,,,,,,,,,High,,,,Medium,,,,,3,9,46,55,0.1636,1.015
,,,,,,,Female,,,,,,,,,,,,,,High,,,New,,,3,9,46,55,0.1636,1.015
,Travel_Rarely,,,,,,,,,,,,,,,,,,,,,Very High,,,,,2,17,87,104,0.1635,1.0139
,,Research & Development,,,,,,,,Research Scientist,,,,,,,,,,,,,,,,Mid,3,17,87,104,0.1635,1.0139
Mid,,,,,,,,,,,,Single,,,,,Excellent,,,,,,,,,,3,34,174,208,0.1635,1.0139
,Travel_Rarely,,,,,,,,,Sales Executive,,,,,,,,,,,,,,Established,,,3,17,87,104,0.1635,1.0139
Mid,,,,,,,,,,,,Married,,,Yes,,,,,,,,,,,,3,17,87,104,0.1635,1.0139
,,,,,,,,,,,Medium,,,,,Medium,,,,,Medium,,,,,,3,17,87,104,0.1635,1.0139
Mid,,,,,,,,,,,Low,,,,No,,,,,,,,,,,,3,17,87,104,0.1635,1.0139
,,,,,,,,,,Research Scientist,,,,,,,,,,,,,,,,Mid,2,17,87,104,0.1635,1.0139
,,,,,,,Female,High,,,,,,,,Low,,,,,,,,,,,3,17,87,104,0.1635,1.0139
,,,,,,,,,,,,,,,,,,,,,Medium,Medium,,,Recent,,3,25,128,153,0.1634,1.0135
,,,Medium,,,,,,,,,,,,No,,,,,,,,,,,New,3,25,128,153,0.1634,1.0135
,,,,Bachelor,,,,,,,,,,,,,Excellent,High,,,,,,,,,3,25,128,153,0.1634,1.0135
,,Sales,,,,,,,,Sales Executive,,,,,,,,,,,,,,Established,,,3,25,128,153,0.1634,1.0135
,,,Far,,,,,High,,,,,,,,,Excellent,,,,,,,,,,3,25,128,153,0.1634,1.0135
,,,,,,,,,,Sales Executive,,,,,,,,,,,,,,Established,,,2,25,128,153,0.1634,1.0135
Senior,,,,,,,,,,,,,,,,Medium,,,,,,,,,,Mid,3,8,41,49,0.1633,1.0127
,,,Medium,,,Very High,,,,,,,,,,,,,,,,,,,Recent,,3,16,82,98,0.1633,1.0127
,,,,,,,Female,,,,Medium,,Medium,,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,Near,,,,,,,,,Single,,,No,,,,,,,,,,,,3,24,123,147,0.1633,1.0127
,,Sales,,,,,,,,,,,High,,,,,,,,,,,Established,,,3,8,41,49,0.1633,1.0127
Young,,,,,,,,,,,,,,,,High,,,,,,High,,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,,,,,,,High,,,,,,,Senior,Established,,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,,,,,,,,,Very High,,,Medium,,,,Long,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,,,,,,No,High,,,,,,,New,,,,3,8,41,49,0.1633,1.0127
,,,,,,,Female,,,,,Single,,,,,,,,,,,,,Mid,,3,8,41,49,0.1633,1.0127
Mid,Travel_Frequently,,,,,,,,,,,,,,,,,,,,,High,,,,,3,16,82,98,0.1633,1.0127
Senior,,,,,,,,,,,,,,,,,,,,,Medium,Medium,,,,,3,8,41,49,0.1633,1.0127
